genus,family,order,group,county,county_lat,county_lon,taxon_name,collector_number,GS_2C,GS_1C,GS_gb,id,collector_name,collection_location,longitude_decimal,latitude_decimal,collection_date_verbatim
Fontinalis,Fontinalaceae,Undeter_peristomate_moss,Bryophytes,Scottish Borders,55.564137,-2.746408,Fontinalis antipyretica,1418,2.38,1.19,1.166069447,60300,David Bell,"Scottish Borders, Talla & Gameshope Borders Forest Trust Res., Donald's Cleuch",-3.346861111,55.44061111,04/09/2020
Racomitrium,Grimmiaceae,Undeter_peristomate_moss,Bryophytes,Scottish Borders,55.564137,-2.746408,Racomitrium lanuginosum,1425,0.51,0.25,0.247110463,60301,David Bell,"Scottish Borders, Talla & Gameshope Borders Forest Trust Res., Donald's Cleuch and Games Hope",-3.360277778,55.44422222,04/09/2020
Mnium,Mniaceae,Undeter_peristomate_moss,Bryophytes,City of Edinburgh,55.9409962118208,-3.19572693194092,Mnium hornum,1414,1.98,0.99,0.966860118,60302,David Bell,"City of Edinburgh, Royal Botanic Garden Edinburgh",-3.21125,55.96577778,18/08/2020
Hylocomium,Hylocomiaceae,Undeter_peristomate_moss,Bryophytes,Scottish Borders,55.564137,-2.746408,Hylocomium splendens,1423,0.87,0.44,0.425470108,60303,David Bell,"Scottish Borders, Talla & Gameshope Borders Forest Trust Res., Donald's Cleuch and Games Hope",-3.359,55.44380556,04/09/2020
Campylopus,Dicranaceae,Undeter_peristomate_moss,Bryophytes,Scottish Borders,55.564137,-2.746408,Campylopus atrovirens,1424,0.57,0.29,0.279752811,60304,David Bell,"Scottish Borders, Talla & Gameshope Borders Forest Trust Res., Donald's Cleuch and Games Hope",-3.360277778,55.44422222,04/09/2020
Pleurozium,Hylocomiaceae,Undeter_peristomate_moss,Bryophytes,Scottish Borders,55.564137,-2.746408,Pleurozium schreberi,1421,1.64,0.82,0.802819297,60305,David Bell,"Scottish Borders, Talla & Gameshope Borders Forest Trust Res., Donald's Cleuch and Games Hope",-3.359305556,55.44380556,04/09/2020
Atrichum,Polytrichaceae,Undeter_peristomate_moss,Bryophytes,City of Edinburgh,55.9409962118208,-3.19572693194092,Atrichum undulatum,1413,,,,60306,David Bell,"City of Edinburgh, Royal Botanic Garden Edinburgh",-3.21125,55.96577778,18/08/2020
Fissidens,Fissidentaceae,Undeter_peristomate_moss,Bryophytes,Scottish Borders,55.564137,-2.746408,Fissidens osmundoides,1432,0.97,0.48,0.472893103,60307,David Bell,"Scottish Borders, Talla & Gameshope Borders Forest Trust Res., Games Hope Burn nr March Sike",-3.374236,55.462222,23/09/2020
Breutelia,Bartramiaceae,Undeter_peristomate_moss,Bryophytes,Scottish Borders,55.564137,-2.746408,Breutelia chrysocoma,1431,0.77,0.39,0.378538517,60310,David Bell,"Scottish Borders, Talla & Gameshope Borders Forest Trust Res., Games Hope Burn nr March Sike",-3.374236,55.462222,23/09/2020
Polytrichum,Polytrichaceae,Undeter_peristomate_moss,Bryophytes,Scottish Borders,55.564137,-2.746408,Polytrichum commune,1483,,,,60313,David Bell,"Scottish Borders, Spottiswoode",-2.633629,55.746663,03/12/2020
Hylocomiadelphus,Hylocomiaceae,Undeter_peristomate_moss,Bryophytes,Scottish Borders,55.564137,-2.746408,Hylocomiadelphus triquetrus,1484,,,,60314,David Bell,"Scottish Borders, Spottiswoode",-2.628495,55.746447,03/12/2020
Dryopteris,Dryopteridaceae,Polypodiales-Eupolypod I,Pteridophytes,Argyll and Bute,56.1747549181417,-5.33102352680561,Dryopteris aemula,MG2019-1,,,,60315,Mary Gibby,"Argyll and Bute, Scotland, Benmore Botanic Garden, site 12 on Fern Trail map",-4.991616,56.02246,29-Aug-19
Blechnum,Blechnaceae,Eupolypod II,Pteridophytes,Argyll and Bute,56.1747549181417,-5.33102352680561,Blechnum spicant,MG2019-4,,,,60316,Mary Gibby,"Argyll and Bute, Scotland, Benmore Botanic Garden",-4.988167,56.025972,29-Aug-19
Oreopteris,Thelypteridaceae,Polypodiales-Eupolypod II,Pteridophytes,Argyll and Bute,56.1747549181417,-5.33102352680561,Oreopteris limbospermum,MG2019-2,,,,60317,Mary Gibby,"Argyll and Bute, Scotland, Benmore Botanic Garden, site 9 on Fern Trail map",-4.989246,56.02334,29-Aug-19
Athyrium,Athyriaceae,Eupolypod II,Pteridophytes,Argyll and Bute,56.1747549181417,-5.33102352680561,Athyrium filix-femina,MG2019-3,,,,60318,Mary Gibby,"Argyll and Bute, Scotland, Benmore Botanic Garden",-4.989149,56.02537,29-Aug-19
Equisetum,Equisetaceae,Equisetales,Pteridophytes,City of Edinburgh,55.9409962118208,-3.19572693194092,Equisetum hyemale,1913,60.84,30.42,29.75076,60319,"Zoe Goodwin, David Bell","City of Edinburgh, Royal Botanic Garden Edinburgh, Inverleith",-3.20916667,55.9652278,26/08/2020
Equisetum,Equisetaceae,Equisetales,Pteridophytes,City of Edinburgh,55.9409962118208,-3.19572693194092,Equisetum arvense,1912,28.68,14.34,14.02452,60320,"Zoe Goodwin, David Bell","City of Edinburgh, Royal Botanic Garden Edinburgh, Inverleith",-3.20916667,55.9652278,26/08/2020
Pilularia,Marsileaceae,Marsileales,Pteridophytes,City of Edinburgh,55.9409962118208,-3.19572693194092,Pilularia globulifera,1916,2.08,1.04,1.01712,60321,"Zoe Goodwin, David Bell","City of Edinburgh, Royal Botanic Garden Edinburgh, Inverleith",-3.20916667,55.9652278,26/08/2020
Woodsia,Woodsiaceae,Eupolypod II,Pteridophytes,City of Edinburgh,55.9409962118208,-3.19572693194092,Woodsia alpina,1910,,,,60322,"Zoe Goodwin, David Bell","City of Edinburgh, Royal Botanic Garden Edinburgh, Inverleith",-3.20916667,55.9652278,26/08/2020
Thelypteris,Thelypteridaceae,Polypodiales-Eupolypod II,Pteridophytes,City of Edinburgh,55.9409962118208,-3.19572693194092,Thelypteris palustris,1915,,,,60323,"Zoe Goodwin, David Bell","City of Edinburgh, Royal Botanic Garden Edinburgh, Inverleith",-3.20916667,55.9652278,26/08/2020
Woodsia,Woodsiaceae,Eupolypod II,Pteridophytes,City of Edinburgh,55.9409962118208,-3.19572693194092,Woodsia ilvensis,1911,,,,60324,"Zoe Goodwin, David Bell","City of Edinburgh, Royal Botanic Garden Edinburgh, Inverleith",-3.20916667,55.9652278,26/08/2020
Gymnocarpium,Cystopteridaceae,Polypodiales-Eupolypod II,Pteridophytes,City of Edinburgh,55.9409962118208,-3.19572693194092,Gymnocarpium robertianum,1914,,,,60325,"Zoe Goodwin, David Bell","City of Edinburgh, Royal Botanic Garden Edinburgh, Inverleith",-3.20916667,55.9652278,26/08/2020
Athyrium,Athyriaceae,Eupolypod II,Pteridophytes,City of Edinburgh,55.9409962118208,-3.19572693194092,Athyrium distentifolium,1896,15.82,7.91,7.73598,60326,"Zoe Goodwin, David Bell","City of Edinburgh, Royal Botanic Garden Edinburgh, Inverleith",-3.20916667,55.9652278,11/08/2020
Blechnum,Blechnaceae,Eupolypod II,Pteridophytes,City of Edinburgh,55.9409962118208,-3.19572693194092,Blechnum spicant,1890,15.11,7.56,7.39368,60327,Zoe Goodwin,"City of Edinburgh, Royal Botanic Garden Edinburgh, Inverleith",-3.20916667,55.9652278,07/08/2020
Pteridium,Dennstaedtiaceae,Polypodiales,Pteridophytes,City of Edinburgh,55.9409962118208,-3.19572693194092,Pteridium aquilinum,1875,17.2,8.6,8.4108,60328,Zoe Goodwin,"City of Edinburgh, Royal Botanic Garden Edinburgh, Inverleith",-3.20916667,55.9652278,06/08/2020
Lycopodium,Lycopodiaceae,Lycopodiales,Pteridophytes,City of Edinburgh,55.9409962118208,-3.19572693194092,Lycopodium clavatum,1887,5.85,2.93,2.86554,60329,Zoe Goodwin,"City of Edinburgh, Royal Botanic Garden Edinburgh, Inverleith",-3.20916667,55.9652278,07/08/2020
Equisetum,Equisetaceae,Equisetales,Pteridophytes,Gwynedd,53.034484,-4.196014,Equisetum telmateia,MC 9046,28.79,14.39,14.07342,60330,Maarten J. M. Christenhusz,"Gwynedd, Wales, Trefor, along Croes-higol Road, on the edge of the village.",-4.4255,52.9933,21/08/2020
Osmunda,Osmundaceae,Osmundales,Pteridophytes,Greater London,51.490777,-0.082497,Osmunda regalis,MC 9029,29.05,14.53,14.21034,60331,Maarten J. M. Christenhusz,"Greater London, RBG Kew, near Sackler crossing along the lake, Area 266",-0.299,51.477,10/08/2020
Asplenium,Aspleniaceae,Eupolypod II,Pteridophytes,Greater London,51.490777,-0.082497,Asplenium scolopendrium,MC 9023,17.39,8.69,8.49882,60332,Maarten J. M. Christenhusz,"Greater London, Kingston upon Thames, Tenrec Hall, 200 Richmond Road",-0.3018,51.4208,07/08/2020
Adiantum,Pteridaceae,Polypodiales,Pteridophytes,Greater London,51.490777,-0.082497,Adiantum capillus-veneris,MC 9022,11.81,5.91,5.77998,60333,Maarten J. M. Christenhusz,"Greater London, Kingston upon Thames, Tenrec Hall, 200 Richmond Road",-0.3018,51.4208,07/08/2020
Equisetum,Equisetaceae,Equisetales,Pteridophytes,Greater London,51.490777,-0.082497,Equisetum palustre,MC 9089,27.97,13.99,13.68222,60334,Maarten J. M. Christenhusz,"Greater London, Kingston upon Thames, Molesey, Home Park, water's edge of Hampton Wick Pond.",-0.317,51.4093,07/09/2020
Equisetum,Equisetaceae,Equisetales,Pteridophytes,Greater London,51.490777,-0.082497,Equisetum arvense,MC 9088,28.89,14.44,14.12232,60335,Maarten J. M. Christenhusz,"Greater London, Kingston upon Thames, Molesey, Home Park, water's edge of Hampton Wick Pond.",-0.317,51.4093,07/09/2020
Polypodium,Polypodiaceae,Polypodiales-Eupolypod I,Pteridophytes,Greater London,51.490777,-0.082497,Polypodium vulgare,MC 9092,46.01,23,22.494,60336,Maarten J. M. Christenhusz,"Greater London, Kingston upon Thames, TurksPier, brickwork at water's edge, quay of JohnLewis complex",-0.308,51.4121,07/09/2020
Asplenium,Aspleniaceae,Eupolypod II,Pteridophytes,Greater London,51.490777,-0.082497,Asplenium ruta-muraria,MC 9091,,,,60337,Maarten J. M. Christenhusz,"Greater London, Kingston upon Thames, on brickwork on north side of Kingston Bridge. ",-0.3097,51.4114,07/09/2020
Lycopodium,Lycopodiaceae,Lycopodiales,Pteridophytes,City of Edinburgh,55.9409962118208,-3.19572693194092,Lycopodium clavatum,EDTOL4,,,,60338,Laura L Forrest,"City of Edinburgh, Scotland, Royal Botanic Garden Edinburgh",-3.207801,55.965312,03/10/2019
Neoorthocaulis,Anastrophyllaceae,Undeter_peristomate_moss,Bryophytes,Scottish Borders,55.564137,-2.746408,Neoorthocaulis floerkei,EDTOL3,,,,60347,David G Long,"Scottish Borders, Spottiswoode Forest",-2.631136,55.740286,25/08/2019
Apopellia,,,Bryophytes,East Lothian,55.9459201493332,-2.72697188954985,Apopellia endiviifolia,EDTOL6h,,,,60348,Laura L Forrest,"East Lothian, Scotland, Binning Wood",-2.65449,56.012186,03/10/2019
Conocephalum,Conocephalaceae,Undetermined_liverwort_order,Bryophytes,East Lothian,55.9459201493332,-2.72697188954985,Conocephalum conicum,EDTOL5a,,,,60349,Laura L Forrest,"East Lothian, Scotland, Binning Wood",-2.65449,56.012186,03/10/2019
Metzgeria,Metzgeriaceae,Undetermined_liverwort_order,Bryophytes,Scottish Borders,55.564137,-2.746408,Metzgeria furcata,1466,1.27,0.63,0.619790809,60350,"David Bell, David G Long","Scottish Borders, Spottiswoode House",-2.633195,55.740563,30/10/2020
Radula,Radulaceae,Undetermined_liverwort_order,Bryophytes,Scottish Borders,55.564137,-2.746408,Radula complanata,1470,1.71,0.85,0.834087137,60351,"David Bell, David G Long","Scottish Borders, Spottiswoode nr Eastside",-2.622187,55.745508,30/10/2020
Frullania,Jubulaceae,Undetermined_liverwort_order,Bryophytes,Scottish Borders,55.564137,-2.746408,Frullania dilatata,1471,1.31,0.65,0.639804015,60352,"David Bell, David G Long","Scottish Borders, Spottiswoode nr Eastside",-2.62165,55.745798,30/10/2020
Frullania,Jubulaceae,Undetermined_liverwort_order,Bryophytes,Scottish Borders,55.564137,-2.746408,Frullania dilatata,1471,1.69,0.85,0.827913555,60352,"David Bell, David G Long","Scottish Borders, Spottiswoode nr Eastside",-2.62165,55.745798,30/10/2020
Lepidozia,Lepidoziaceae,Undetermined_liverwort_order,Bryophytes,Scottish Borders,55.564137,-2.746408,Lepidozia reptans,1472,1.64,0.82,0.80240361,60353,"David Bell, David G Long","Scottish Borders, Spottiswoode",-2.630054,55.743356,30/10/2020
Lophocolea,Lophocoleaceae,Undeter_peristomate_moss,Bryophytes,Scottish Borders,55.564137,-2.746408,Lophocolea bidentata,1475,1.24,0.62,0.608234456,60354,"David Bell, David G Long","Scottish Borders, Spottiswoode",-2.630392,55.743543,30/10/2020
Riccardia,Aneuraceae,Undetermined_liverwort_order,Bryophytes,Scottish Borders,55.564137,-2.746408,Riccardia palmata,1444,2.32,1.16,1.134491412,60355,"David Bell, Elizabeth Kungu","Scottish Borders, Dawyck Botanic Garden, by track behind Dawyck Chapel",-3.321536,55.600865,01/10/2020
Porella,Porellaceae,Undetermined_liverwort_order,Bryophytes,Scottish Borders,55.564137,-2.746408,Porella cordaeana,1446,,,,60356,"David Bell, Elizabeth Kungu","Scottish Borders, Dawyck Botanic Garden, Upper Scrape Glen on path above Scrape Burn",-3.319263,55.600306,01/10/2020
Tritomaria,Jungermanniaceae,Undetermined_liverwort_order,Bryophytes,Dumfries and Galloway,55.012952,-4.118686,Tritomaria quinquedentata,1461,2.61,1.3,1.274279614,60357,"David Bell, David G Long","Dumfries and Galloway, Carrifran Wildwood, Raven Craig",-3.350214,55.410084,16/10/2020
Lejeunea,Lejeuneaceae,Undetermined_liverwort_order,Bryophytes,Scottish Borders,55.564137,-2.746408,Lejeunea patens,1429,0.43,0.22,0.212214916,60358,David Bell,"Scottish Borders, Talla & Gameshope Borders Forest Trust Res., Games Hope Burn nr March Sike",-3.374236,55.462222,23/09/2020
Marsupella,Gymnomitriaceae,Undeter_peristomate_moss,Bryophytes,Scottish Borders,55.564137,-2.746408,Marsupella emarginata,1430,1.15,0.58,0.564174247,60359,David Bell,"Scottish Borders, Talla & Gameshope Borders Forest Trust Res., Games Hope Burn nr March Sike",-3.374236,55.462222,23/09/2020
Ptilidium,Ptilidiaceae,Undetermined_liverwort_order,Bryophytes,Scottish Borders,55.564137,-2.746408,Ptilidium ciliare,1435,2.46,1.23,1.202232598,60360,David Bell,"Scottish Borders, Talla & Gameshope Borders Forest Trust Res., Donald's Cleuch and Games Hope",-3.36026,55.444053,23/09/2020
Frullania,Jubulaceae,Undetermined_liverwort_order,Bryophytes,Scottish Borders,55.564137,-2.746408,Frullania tamarisci,1433,1.17,0.59,0.574335972,60361,David Bell,"Scottish Borders, Talla & Gameshope Borders Forest Trust Res., Games Hope Burn nr March Sike",-3.374236,55.462222,23/09/2020
Plagiochila,Plagiochilaceae,Undetermined_liverwort_order,Bryophytes,Scottish Borders,55.564137,-2.746408,Plagiochila porelloides,1434,3.26,1.63,1.594666482,60362,David Bell,"Scottish Borders, Talla & Gameshope Borders Forest Trust Res., Games Hope Burn nr March Sike",-3.374239,55.461854,23/09/2020
Lunularia,Lunulariaceae,Undetermined_liverwort_order,Bryophytes,City of Edinburgh,55.9409962118208,-3.19572693194092,Lunularia cruciata,1482,,,,60417,David Bell,"City of Edinburgh, Royal Botanic Garden Edinburgh, Inverleith",-3.202958,55.964146,23/11/2020
