Plant group,Taxonomic Division,Family,Genus,Species,NCBI name (if different),Status,Priority,Collected in 2020,"""Black list"" (collected/sequenced by others)",Collected by RBGE after jan2021,Collected by RBGE after jan2022,Shipping,Notes
bryophyte,Moss,Fissidentaceae,Fissidens,taxifolius,,dtol,,,,yes,,,
bryophyte,Moss,Fissidentaceae,Fissidens,viridulus,,dtol,,,,,,,
bryophyte,Moss,Flexitrichaceae,Flexitrichum,flexicaule,,dtol_other_priority,yes,,,,,,
bryophyte,Moss,Flexitrichaceae,Flexitrichum,gracile,,dtol_family_representative,yes,,,yes,,,
bryophyte,Moss,Fontinalaceae,Fontinalis,antipyretica,,dtol_family_representative,yes,yes,,,,RBGE_0002,
bryophyte,Moss,Fontinalaceae,Fontinalis,squamosa,,dtol_other_priority,yes,,,yes,,RBGE_000014,
bryophyte,Moss,Funariaceae,Entosthodon,attenuatus,,dtol,,,,,,,
bryophyte,Moss,Funariaceae,Entosthodon,fascicularis,,dtol,,,,,,,
bryophyte,Moss,Funariaceae,Entosthodon,mouretii,,dtol,,,,,,,
bryophyte,Moss,Funariaceae,Entosthodon,muhlenbergii,,dtol,,,,,,,
bryophyte,Moss,Funariaceae,Entosthodon,obtusus,,dtol,,,,,,,
bryophyte,Moss,Funariaceae,Entosthodon,pulchellus,,dtol,,,,,,,
bryophyte,Moss,Funariaceae,Funaria,hygrometrica,,dtol_family_representative,yes,,,yes,,,
bryophyte,Moss,Funariaceae,Physcomitrium,eurystomum,,dtol,,,,,,,
bryophyte,Moss,Funariaceae,Physcomitrium,patens,,dtol,,,,,,,established evo-devo model; genome sequenced
bryophyte,Moss,Funariaceae,Physcomitrium,pyriforme,,dtol_other_priority,yes,,,,,,
bryophyte,Moss,Funariaceae,Physcomitrium,readeri,,dtol,,,,,,,
bryophyte,Moss,Funariaceae,Physcomitrium,sphaericum,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Coscinodon,cribrosus,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Grimmia,alpestris,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Grimmia,anodon,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Grimmia,anomala,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Grimmia,arenaria,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Grimmia,atrata,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Grimmia,crinita,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Grimmia,decipiens,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Grimmia,dissimulata,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Grimmia,donniana,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Grimmia,elatior,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Grimmia,elongata,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Grimmia,funalis,,dtol,,,,yes,,RBGE_000014,
bryophyte,Moss,Grimmiaceae,Grimmia,hartmanii,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Grimmia,incurva,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Grimmia,laevigata,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Grimmia,lisae,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Grimmia,longirostris,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Grimmia,montana,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Grimmia,muehlenbeckii,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Grimmia,orbicularis,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Grimmia,ovalis,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Grimmia,pulvinata,,dtol,,,,yes,,RBGE_000021,
bryophyte,Moss,Grimmiaceae,Grimmia,ramondii,,dtol_other_priority,yes,yes,,,,RBGE_0003,
bryophyte,Moss,Grimmiaceae,Grimmia,reflexidens,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Grimmia,tergestina,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Grimmia,torquata,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Grimmia,trichophylla,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Grimmia,unicolor,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Racomitrium,aciculare,,dtol,,,,,yes,,
bryophyte,Moss,Grimmiaceae,Racomitrium,affine,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Racomitrium,aquaticum,,dtol,,,,,yes,,
bryophyte,Moss,Grimmiaceae,Racomitrium,canescens,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Racomitrium,ellipticum,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Racomitrium,elongatum,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Racomitrium,ericoides,,dtol,,,,,yes,,
bryophyte,Moss,Grimmiaceae,Racomitrium,fasciculare,,dtol,,,,,yes,,
bryophyte,Moss,Grimmiaceae,Racomitrium,heterostichum,,dtol,,,,,yes,,
bryophyte,Moss,Grimmiaceae,Racomitrium,himalayanum,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Racomitrium,lanuginosum,,dtol_family_representative,yes,yes,,,,RBGE_0002,
bryophyte,Moss,Grimmiaceae,Racomitrium,macounii,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Racomitrium,obtusum,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Racomitrium,sudeticum,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Schistidium,agassizii,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Schistidium,apocarpum,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Schistidium,atrofuscum,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Schistidium,confertum,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Schistidium,crassipilum,,dtol,,,,yes,,,
bryophyte,Moss,Grimmiaceae,Schistidium,dupretii,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Schistidium,elegantulum,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Schistidium,flaccidum,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Schistidium,flexipile,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Schistidium,frigidum,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Schistidium,helveticum,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Schistidium,maritimum,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Schistidium,papillosum,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Schistidium,platyphyllum,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Schistidium,pruinosum,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Schistidium,rivulare,,dtol,,,,,yes,,
bryophyte,Moss,Grimmiaceae,Schistidium,robustum,,dtol,,,,,,,
bryophyte,Moss,Grimmiaceae,Schistidium,strictum,,dtol,,yes,,,,RBGE_0003,
bryophyte,Moss,Grimmiaceae,Schistidium,trichodon,,dtol,,,,,,,
bryophyte,Moss,Habrodontaceae,Habrodon,perpusillus,,dtol_family_representative,yes,,,,,,"Very rare, tiny"
bryophyte,Moss,Hedwigiaceae,Braunia,imberbis,,dtol,,,,,,,
bryophyte,Moss,Hedwigiaceae,Hedwigia,ciliata,,dtol_family_representative,yes,,,,,,
bryophyte,Moss,Hedwigiaceae,Hedwigia,stellata,,dtol_other_priority,yes,,,yes,,,
bryophyte,Moss,Hedwigiaceae,Hedwigia,striata,,dtol,,,,,,,
bryophyte,Moss,Heterocladiellaceae,Heterocladiella,dimorpha,,dtol_family_representative,yes,,,,,,Very rare
bryophyte,Moss,Hookeriaceae,Hookeria,lucens,,dtol_family_representative,yes,,,yes,,RBGE_000014,
bryophyte,Moss,Hylocomiaceae,Hageniella,micans,,dtol,,,,,,,
bryophyte,Moss,Hylocomiaceae,Hylocomiadelphus,triquetrus,,dtol_family_representative,yes,yes,,,,"RBGE_0003, 0004, 000009",
bryophyte,Moss,Hylocomiaceae,Hylocomiastrum,pyrenaicum,,dtol,,,,,,,
bryophyte,Moss,Hylocomiaceae,Hylocomiastrum,umbratum,,dtol,,,,,yes,,
bryophyte,Moss,Hylocomiaceae,Hylocomium,splendens,,dtol,,yes,,,,RBGE_0002,
bryophyte,Moss,Hylocomiaceae,Loeskeobryum,brevirostre,,dtol,,,,,yes,,
bryophyte,Moss,Hylocomiaceae,Pleurozium,schreberi,,dtol,,yes,,,,RBGE_0002,
bryophyte,Moss,Hylocomiaceae,Rhytidiadelphus,loreus,,dtol,,yes,,,,RBGE_0003,
bryophyte,Moss,Hylocomiaceae,Rhytidiadelphus,squarrosus,,dtol_other_priority,yes,yes,,,,RBGE_0002,
bryophyte,Moss,Hylocomiaceae,Rhytidiadelphus,subpinnatus,,dtol,,,,,,,
bryophyte,Moss,Hymenolomataceae,Hymenoloma,crispulum,,dtol,,,,yes,,RBGE_000021,
bryophyte,Moss,Hypnaceae,Hypnum,andoi,,dtol_other_priority,yes,yes,,,,RBGE_0003,
bryophyte,Moss,Hypnaceae,Hypnum,cupressiforme,,dtol_family_representative,yes,yes,,,,RBGE_0003,
bryophyte,Moss,Hypnaceae,Hypnum,imponens,,dtol,,,,,,,
bryophyte,Moss,Hypnaceae,Hypnum,jutlandicum,,dtol,,,,,,,
bryophyte,Moss,Hypnaceae,Hypnum,uncinulatum,,dtol,,,,,,,
bryophyte,Moss,Lembophyllaceae,Heterocladium,flaccidum,,dtol,,,,,,,
bryophyte,Moss,Lembophyllaceae,Heterocladium,heteropterum,,dtol,,,,yes,,RBGE_000021,
bryophyte,Moss,Lembophyllaceae,Heterocladium,wulfsbergii,,dtol,,,,,,,
bryophyte,Moss,Lembophyllaceae,Isothecium,alopecuroides,,dtol_family_representative,yes,yes,,,,RBGE_0003,
bryophyte,Moss,Lembophyllaceae,Isothecium,holtii,,dtol,,,,,,,
bryophyte,Moss,Lembophyllaceae,Isothecium,interludens,,dtol,,,,,,,
bryophyte,Moss,Lembophyllaceae,Isothecium,myosuroides,,dtol_other_priority,yes,yes,,,,RBGE_0003,
bryophyte,Moss,Leskeaceae,Leskea,polycarpa,,dtol_family_representative,yes,,,,,,
bryophyte,Moss,Leucobryaceae,Campylopus,atrovirens,,dtol_other_priority,yes,yes,,,,RBGE_0002,
bryophyte,Moss,Leucobryaceae,Campylopus,brevipilus,,dtol,,,,,,,
bryophyte,Moss,Leucobryaceae,Campylopus,flexuosus,,dtol,,,,yes,,,
bryophyte,Moss,Leucobryaceae,Campylopus,fragilis,,dtol,,,,,,,
bryophyte,Moss,Leucobryaceae,Campylopus,gracilis,,dtol,,,,,,,
bryophyte,Moss,Leucobryaceae,Campylopus,introflexus,,dtol,,,,,,,
bryophyte,Moss,Leucobryaceae,Campylopus,pilifer,,dtol,,,,,,,
bryophyte,Moss,Leucobryaceae,Campylopus,pyriformis,,dtol,,,,,,,
bryophyte,Moss,Leucobryaceae,Campylopus,schimperi,,dtol,,,,,,,
bryophyte,Moss,Leucobryaceae,Campylopus,setifolius,,dtol,,,,,,,
bryophyte,Moss,Leucobryaceae,Campylopus,shawii,,dtol,,,,,,,
bryophyte,Moss,Leucobryaceae,Campylopus,subulatus,,dtol,,,,,,,
bryophyte,Moss,Leucobryaceae,Dicranodontium,asperulum,,dtol,,,,,,,
bryophyte,Moss,Leucobryaceae,Dicranodontium,denudatum,,dtol,,,,,yes,,
bryophyte,Moss,Leucobryaceae,Dicranodontium,subporodictyon,,dtol,,,,,yes,,
bryophyte,Moss,Leucobryaceae,Dicranodontium,uncinatum,,dtol,,,,,,,
bryophyte,Moss,Leucobryaceae,Leucobryum,glaucum,,dtol_family_representative,yes,,,yes,,RBGE_000013,
bryophyte,Moss,Leucobryaceae,Leucobryum,juniperoideum,,dtol,,,,,yes,,
bryophyte,Moss,Leucodontaceae,Leucodon,sciuroides,,dtol_family_representative,yes,,,yes,,RBGE_000019,Robust plants recorded as var. morensis
bryophyte,Moss,Leucodontaceae,Nogopterium,gracile,,dtol_other_priority,yes,,,,,,
bryophyte,Moss,Meesiaceae,Amblyodon,dealbatus,,dtol,,,,,,,
bryophyte,Moss,Meesiaceae,Leptobryum,pyriforme,,dtol_other_priority,yes,,,,,,
bryophyte,Moss,Meesiaceae,Meesia,triquetra,,dtol,,,,,,,Very rare
bryophyte,Moss,Meesiaceae,Meesia,uliginosa,,dtol_family_representative,yes,,,yes,,RBGE_000014,
bryophyte,Moss,Meesiaceae,Paludella,squarrosa,,dtol,,,,,,,Large but very rare
bryophyte,Moss,Micromitriaceae,Micromitrium,tenerum,,dtol_family_representative,yes,,,,,,"Very rare, tiny"
bryophyte,Moss,Mniaceae,Cinclidium,stygium,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Epipterygium,tozeri,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Mielichhoferia,elongata,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Mielichhoferia,mielichhoferiana,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Mnium,hornum,,dtol_family_representative,yes,yes,,,,RBGE_0002,
bryophyte,Moss,Mniaceae,Mnium,lycopodioides,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Mnium,marginatum,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Mnium,spinosum,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Mnium,stellare,,dtol,,,,yes,,,
bryophyte,Moss,Mniaceae,Mnium,thomsonii,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Plagiomnium,affine,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Plagiomnium,cuspidatum,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Plagiomnium,elatum,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Plagiomnium,ellipticum,,dtol,,,,,yes,,
bryophyte,Moss,Mniaceae,Plagiomnium,medium,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Plagiomnium,rostratum,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Plagiomnium,undulatum,,dtol_other_priority,yes,yes,,,,RBGE_0002,
bryophyte,Moss,Mniaceae,Pohlia,andalusica,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Pohlia,annotina,,dtol,,,,,yes,,
bryophyte,Moss,Mniaceae,Pohlia,bulbifera,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Pohlia,camptotrachela,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Pohlia,cruda,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Pohlia,crudoides,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Pohlia,drummondii,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Pohlia,elongata,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Pohlia,filum,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Pohlia,flexuosa,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Pohlia,lescuriana,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Pohlia,ludwigii,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Pohlia,lutescens,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Pohlia,melanodon,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Pohlia,nutans,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Pohlia,obtusifolia,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Pohlia,proligera,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Pohlia,scotica,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Pohlia,wahlenbergii,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Pseudobryum,cinclidioides,,dtol,,,,yes,,RBGE_000019,
bryophyte,Moss,Mniaceae,Rhizomnium,magnifolium,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Rhizomnium,pseudopunctatum,,dtol,,,,,,,
bryophyte,Moss,Mniaceae,Rhizomnium,punctatum,,dtol,,,,yes,,RBGE_000014,
bryophyte,Moss,Myriniaceae,Myrinia,pulvinata,,dtol_family_representative,yes,,,,,,Rare; only species in family
bryophyte,Moss,Myuriaceae,Ctenidium,molluscum,,dtol_family_representative,yes,yes,,,,RBGE_0003,
bryophyte,Moss,Myuriaceae,Hyocomium,armoricum,,dtol_other_priority,yes,,,,yes,,
bryophyte,Moss,Myuriaceae,Myurium,hochstetteri,,dtol,,,,,,,
bryophyte,Moss,Neckeraceae,Homalia,trichomanoides,,dtol,,,,,,,
bryophyte,Moss,Neckeraceae,Neckera,complanata,,dtol,,,,,yes,,Alleniella
bryophyte,Moss,Neckeraceae,Neckera,crispa,,dtol,,yes,,,,RBGE_000016,
bryophyte,Moss,Neckeraceae,Neckera,pennata,,dtol,,,,,,,
bryophyte,Moss,Neckeraceae,Neckera,pumila,,dtol_family_representative,yes,yes,,,,RBGE_0003,
bryophyte,Moss,Neckeraceae,Neckera,smithii,,dtol,,,,,,,
bryophyte,Moss,Neckeraceae,Pseudanomodon,attenuatus,,dtol,,,,,,,
bryophyte,Moss,Neckeraceae,Thamnobryum,alopecurum,,dtol_other_priority,yes,yes,,,,RBGE_0003,
bryophyte,Moss,Neckeraceae,Thamnobryum,angustifolium,,dtol,,,,,,,
bryophyte,Moss,Neckeraceae,Thamnobryum,cataractarum,,dtol,,,,,,,
bryophyte,Moss,Neckeraceae,Thamnobryum,maderense,,dtol,,,,,,,
bryophyte,Moss,Oedipodiaceae,Oedipodium,griffithianum,,dtol_family_representative,yes,,,,,,
bryophyte,Moss,Orthodontiaceae,Leptotheca,gaudichaudii,,dtol,,,,,,,Very rare SW
bryophyte,Moss,Orthodontiaceae,Orthodontium,gracile,,dtol,,,,,,,difficult to get UK material
bryophyte,Moss,Orthodontiaceae,Orthodontium,lineare,,dtol_family_representative,yes,,,yes,,RBGE_000021,
bryophyte,Moss,Orthotrichaceae,Codonoblepharon,forsteri,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Lewinskya,acuminata,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Lewinskya,affinis,,dtol,,,,,yes,,
bryophyte,Moss,Orthotrichaceae,Lewinskya,rupestris,,dtol,,,,yes,,RBGE_000021,
bryophyte,Moss,Orthotrichaceae,Lewinskya,shawii,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Lewinskya,speciosa,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Lewinskya,striata,,dtol,,,,,yes,,
bryophyte,Moss,Orthotrichaceae,Nyholmiella,gymnostoma,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Nyholmiella,obtusifolia,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Orthotrichum,alpestre,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Orthotrichum,anomalum,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Orthotrichum,cambrense,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Orthotrichum,columbicum,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Orthotrichum,cupulatum,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Orthotrichum,diaphanum,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Orthotrichum,pallens,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Orthotrichum,patens,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Orthotrichum,pulchellum,,dtol,,,,,yes,,
bryophyte,Moss,Orthotrichaceae,Orthotrichum,pumilum,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Orthotrichum,rivulare,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Orthotrichum,rogeri,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Orthotrichum,scanicum,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Orthotrichum,schimperi,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Orthotrichum,sprucei,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Orthotrichum,stramineum,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Orthotrichum,tenellum,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Plenogemma,phyllantha,,dtol,,,,,yes,,
bryophyte,Moss,Orthotrichaceae,Pulvigera,lyellii,,dtol_family_representative,yes,yes,,,,RBGE_0003,
bryophyte,Moss,Orthotrichaceae,Ulota,bruchii,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Ulota,calvescens,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Ulota,coarctata,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Ulota,crispa,,dtol,,,,,yes,RBGE_000021,
bryophyte,Moss,Orthotrichaceae,Ulota,crispula,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Ulota,drummondii,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Ulota,hutchinsiae,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Ulota,intermedia,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Zygodon,conoideus,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Zygodon,gracilis,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Zygodon,rupestris,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Zygodon,stirtonii,,dtol,,,,,,,
bryophyte,Moss,Orthotrichaceae,Zygodon,viridissimus,,dtol_other_priority,yes,yes,,,,RBGE_0003,
bryophyte,Moss,Pilotrichaceae,Cyclodictyon,laetevirens,,dtol_family_representative,yes,,,,,,Rare; only species in family
bryophyte,Moss,Plagiotheciaceae,Herzogiella,seligeri,,dtol,,,,,,,
bryophyte,Moss,Plagiotheciaceae,Herzogiella,striatella,,dtol,,,,,,,
bryophyte,Moss,Plagiotheciaceae,Isopterygiopsis,muelleriana,,dtol,,,,,,,
bryophyte,Moss,Plagiotheciaceae,Isopterygiopsis,pulchella,,dtol,,,,yes,,RBGE_000021,
bryophyte,Moss,Plagiotheciaceae,Myurella,julacea,,dtol,,,,,,,
bryophyte,Moss,Plagiotheciaceae,Myurella,tenerrima,,dtol,,,,,,,
bryophyte,Moss,Plagiotheciaceae,Orthothecium,intricatum,,dtol,,,,,,,
bryophyte,Moss,Plagiotheciaceae,Orthothecium,rufescens,,dtol,,,,yes,,RBGE_000019,
bryophyte,Moss,Plagiotheciaceae,Plagiothecium,cavifolium,,dtol,,,,,,,
bryophyte,Moss,Plagiotheciaceae,Plagiothecium,curvifolium,,dtol,,,,,,,
bryophyte,Moss,Plagiotheciaceae,Plagiothecium,denticulatum,,dtol_other_priority,yes,yes,,,,RBGE_0003,
bryophyte,Moss,Plagiotheciaceae,Plagiothecium,laetum,,dtol,,,,,,,
bryophyte,Moss,Plagiotheciaceae,Plagiothecium,latebricola,,dtol,,,,,,,
bryophyte,Moss,Plagiotheciaceae,Plagiothecium,nemorale,,dtol,,,,,,,
bryophyte,Moss,Plagiotheciaceae,Plagiothecium,piliferum,,dtol,,,,,,,
bryophyte,Moss,Plagiotheciaceae,Plagiothecium,platyphyllum,,dtol,,,,,,,
bryophyte,Moss,Plagiotheciaceae,Plagiothecium,succulentum,,dtol,,,,,,,
bryophyte,Moss,Plagiotheciaceae,Plagiothecium,undulatum,,dtol_family_representative,yes,yes,,,,,
bryophyte,Moss,Plagiotheciaceae,Platydictya,jungermannioides,,dtol,,,,,,,
bryophyte,Moss,Plagiotheciaceae,Pseudotaxiphyllum,elegans,,dtol,,,,,yes,,
bryophyte,Moss,Polytrichaceae,Atrichum,angustatum,,dtol,,,,,,,
bryophyte,Moss,Polytrichaceae,Atrichum,crispum,,dtol,,,,,,,
bryophyte,Moss,Polytrichaceae,Atrichum,flavisetum,,dtol,,,,,,,
bryophyte,Moss,Polytrichaceae,Atrichum,tenellum,,dtol,,,,,,,
bryophyte,Moss,Polytrichaceae,Atrichum,undulatum,,dtol,,yes,,,,RBGE_0002,
bryophyte,Moss,Polytrichaceae,Oligotrichum,hercynicum,,dtol,,,,yes,,,
bryophyte,Moss,Polytrichaceae,Pogonatum,aloides,,dtol,,,,,yes,,
bryophyte,Moss,Polytrichaceae,Pogonatum,nanum,,dtol,,,,,,,
bryophyte,Moss,Polytrichaceae,Pogonatum,urnigerum,,dtol_other_priority,yes,yes,,,,RBGE_0003,
bryophyte,Moss,Polytrichaceae,Polytrichastrum,alpinum,,dtol,,,,yes,,RBGE_000019,
bryophyte,Moss,Polytrichaceae,Polytrichastrum,sexangulare,,dtol,,,,yes,,RBGE_000019,
bryophyte,Moss,Polytrichaceae,Polytrichum,commune,,dtol_family_representative,yes,yes,,,,"RBGE_0002, 0004, 000009",
bryophyte,Moss,Polytrichaceae,Polytrichum,formosum,,dtol,,,,yes,,RBGE_000013,
bryophyte,Moss,Polytrichaceae,Polytrichum,juniperinum,,dtol,,,,,,,
bryophyte,Moss,Polytrichaceae,Polytrichum,longisetum,,dtol,,,,,,,
bryophyte,Moss,Polytrichaceae,Polytrichum,perigoniale,,dtol,,,,,,,
bryophyte,Moss,Polytrichaceae,Polytrichum,piliferum,,dtol,,,,,,,
bryophyte,Moss,Polytrichaceae,Polytrichum,strictum,,dtol,,,,,yes,,
bryophyte,Moss,Pottiaceae,Acaulon,mediterraneum,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Acaulon,muticum,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Acaulon,triquetrum,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Aloina,aloides,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Aloina,ambigua,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Aloina,brevirostris,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Aloina,rigida,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Anoectangium,aestivum,,dtol,,,,yes,,RBGE_000014,
bryophyte,Moss,Pottiaceae,Barbula,unguiculata,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Bryoerythrophyllum,caledonicum,,dtol,,,,yes,,RBGE_000019,
bryophyte,Moss,Pottiaceae,Bryoerythrophyllum,ferruginascens,,dtol,,,,yes,,RBGE_000014,
bryophyte,Moss,Pottiaceae,Bryoerythrophyllum,recurvirostrum,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Chenia,leptophylla,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Chionoloma,cylindrotheca,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Chionoloma,hibernicum,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Chionoloma,recurvifolium,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Chionoloma,tenuirostre,,dtol,,,,yes,,RBGE_000021,
bryophyte,Moss,Pottiaceae,Cinclidotus,fontinaloides,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Cinclidotus,riparius,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Crossidium,squamiferum,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Dialytrichia,mucronata,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Dialytrichia,saxicola,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Didymodon,acutus,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Didymodon,australasiae,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Didymodon,cordatus,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Didymodon,fallax,,dtol,,,,,,,
